Name,County,Population,MedianAge,Household Income,PerCapitaIncome,UnemploymentCount,PovertyCount,PovertyRate,State,abbr,UnemployementRate,MedicialPercent,StudentDebtPercent,AutoDebtPercent,OtherPercent,MedicialAmount,StudentDebtAmount,AutoDebtAmount,OtherAmount,TotalDebt
"Jefferson County, Pennsylvania",Jefferson County,44258,43.9,45342,23895,974,6157,13.911609200000001,Pennsylvania,PA,0.022007321,22%,20%,38%,20%,"$40,614.8 ","$36,922.5 ","$70,152.8 ","$36,922.5 ","$72,220 "
"Lancaster County, Pennsylvania",Lancaster County,536494,38.5,61492,29280,13123,54244,10.11083069,Pennsylvania,PA,0.024460665,24%,18%,30%,28%,"$44,307.0 ","$33,230.3 ","$55,383.8 ","$51,691.5 ","$94,617 "
"Mercer County, Pennsylvania",Mercer County,113623,44.4,47340,25499,3099,14521,12.77998293,Pennsylvania,PA,0.027274407,29%,20%,35%,16%,"$53,537.6 ","$36,922.5 ","$64,614.4 ","$29,538.0 ","$84,910 "
"Perry County, Pennsylvania",Perry County,45878,43.0,60847,28900,1042,3791,8.263219844,Pennsylvania,PA,0.022712411000000002,29%,13%,38%,20%,"$53,537.6 ","$23,999.6 ","$70,152.8 ","$36,922.5 ","$140,546 "
"Potter County, Pennsylvania",Potter County,17070,46.7,41406,23213,488,2415,14.14762742,Pennsylvania,PA,0.028588166,,,,,,,,,
"Sullivan County, Pennsylvania",Sullivan County,6192,53.1,45519,26720,252,783,12.64534884,Pennsylvania,PA,0.040697673999999996,,,,,,,,,
"Tioga County, Pennsylvania",Tioga County,41550,44.0,50017,25353,1238,5461,13.14320096,Pennsylvania,PA,0.029795427000000003,38%,16%,34%,12%,"$70,152.8 ","$29,538.0 ","$62,768.3 ","$22,153.5 ","$92,700 "
"Aiken County, South Carolina",Aiken County,165707,41.0,47713,26222,7021,27183,16.4042557,South Carolina,SC,0.042369965999999995,44%,14%,30%,12%,"$81,229.5 ","$25,845.8 ","$55,383.8 ","$22,153.5 ","$117,429 "
"Allendale County, South Carolina",Allendale County,9402,40.6,23331,13439,557,2508,26.67517549,South Carolina,SC,0.059242714,,,,,,,,,
"Newberry County, South Carolina",Newberry County,37914,41.5,39600,22190,1437,7282,19.20662552,South Carolina,SC,0.037901567000000004,47%,13%,23%,17%,"$86,767.9 ","$23,999.6 ","$42,460.9 ","$31,384.1 ","$121,154 "
"Edgefield County, South Carolina",Edgefield County,26620,42.6,47500,23804,816,3715,13.95567243,South Carolina,SC,0.030653644,52%,14%,29%,5%,"$95,998.5 ","$25,845.8 ","$53,537.6 ","$9,230.6 ","$115,107 "
"Chester County, South Carolina",Chester County,32424,41.8,37421,20518,1381,7019,21.64754503,South Carolina,SC,0.042591907000000005,56%,13%,20%,11%,"$103,383.0 ","$23,999.6 ","$36,922.5 ","$20,307.4 ","$105,231 "
"Clarendon County, South Carolina",Clarendon County,34156,43.6,35838,20616,1608,7551,22.10738962,South Carolina,SC,0.047078112000000005,48%,14%,26%,12%,"$88,614.0 ","$25,845.8 ","$47,999.3 ","$22,153.5 ","$94,143 "
"Colleton County, South Carolina",Colleton County,37581,42.2,34996,21059,1649,8200,21.81953647,South Carolina,SC,0.043878556,53%,16%,28%,3%,"$97,844.6 ","$29,538.0 ","$51,691.5 ","$5,538.4 ","$92,806 "
"Marion County, South Carolina",Marion County,31765,40.0,31129,18556,1413,8306,26.1482764,South Carolina,SC,0.044482920999999995,59%,16%,22%,3%,"$108,921.4 ","$29,538.0 ","$40,614.8 ","$5,538.4 ","$99,413 "
"Sumter County, South Carolina",Sumter County,107379,36.0,41946,21733,5474,22200,20.67443355,South Carolina,SC,0.05097831,46%,18%,30%,6%,"$84,921.8 ","$33,230.3 ","$55,383.8 ","$11,076.8 ","$78,839 "
"Lexington County, South Carolina",Lexington County,281870,38.9,57482,29311,8661,35665,12.65299606,South Carolina,SC,0.030726931000000002,38%,18%,30%,14%,"$70,152.8 ","$33,230.3 ","$55,383.8 ","$25,845.8 ","$102,778 "
"Oconee County, South Carolina",Oconee County,75926,45.0,43978,26798,2193,13993,18.429786899999996,South Carolina,SC,0.028883386,38%,10%,23%,29%,"$70,152.8 ","$18,461.3 ","$42,460.9 ","$53,537.6 ","$142,200 "
"Barnwell County, South Carolina",Barnwell County,21788,40.6,34035,20018,895,5766,26.46410868,South Carolina,SC,0.041077657000000004,58%,18%,26%,-2%,"$107,075.3 ","$33,230.3 ","$47,999.3 ","($3,692.3)","$70,594 "
"Berkeley County, South Carolina",Berkeley County,204632,35.8,56697,27010,6378,25648,12.53371907,South Carolina,SC,0.031168146,45%,20%,35%,0%,"$83,075.6 ","$36,922.5 ","$64,614.4 ",$0.0 ,"$93,765 "
"Charleston County, South Carolina",Charleston County,387847,37.2,57882,35587,10957,57569,14.84322426,South Carolina,SC,0.028250831,39%,20%,29%,12%,"$71,998.9 ","$36,922.5 ","$53,537.6 ","$22,153.5 ","$106,380 "
"Darlington County, South Carolina",Darlington County,67572,41.2,36217,21225,4018,14997,22.19410407,South Carolina,SC,0.059462499,55%,16%,21%,8%,"$101,536.9 ","$29,538.0 ","$38,768.6 ","$14,769.0 ","$86,144 "
"Georgetown County, South Carolina",Georgetown County,61065,48.5,46967,28748,2560,11268,18.45246868,South Carolina,SC,0.041922542,45%,15%,26%,14%,"$83,075.6 ","$27,691.9 ","$47,999.3 ","$25,845.8 ","$126,667 "
"Marlboro County, South Carolina",Marlboro County,27505,39.9,33921,16561,1669,6482,23.56662425,South Carolina,SC,0.060679875999999994,64%,15%,18%,3%,"$118,152.0 ","$27,691.9 ","$33,230.3 ","$5,538.4 ","$112,493 "
"York County, South Carolina",York County,251664,38.3,59394,30387,8603,30418,12.08675059,South Carolina,SC,0.034184467999999996,38%,16%,30%,16%,"$70,152.8 ","$29,538.0 ","$55,383.8 ","$29,538.0 ","$125,406 "
"Anderson County, South Carolina",Anderson County,194174,40.5,45551,24485,6181,29776,15.33469981,South Carolina,SC,0.031832274,39%,13%,25%,23%,"$71,998.9 ","$23,999.6 ","$46,153.1 ","$42,460.9 ","$115,177 "
"Cherokee County, South Carolina",Cherokee County,56549,38.9,35286,20516,1821,12292,21.73690074,South Carolina,SC,0.032202161,54%,13%,23%,10%,"$99,690.8 ","$23,999.6 ","$42,460.9 ","$18,461.3 ","$141,562 "
"Chesterfield County, South Carolina",Chesterfield County,46127,41.9,38469,19768,1890,10844,23.50900774,South Carolina,SC,0.040973833,47%,13%,20%,20%,"$86,767.9 ","$23,999.6 ","$36,922.5 ","$36,922.5 ","$120,669 "
"Greenwood County, South Carolina",Greenwood County,69981,39.3,39196,22636,3167,16297,23.28774953,South Carolina,SC,0.045255141,49%,16%,20%,15%,"$90,460.1 ","$29,538.0 ","$36,922.5 ","$27,691.9 ","$96,288 "
"Jasper County, South Carolina",Jasper County,27465,38.1,39740,20067,1437,6084,22.1518296,South Carolina,SC,0.052321136,64%,14%,30%,-8%,"$118,152.0 ","$25,845.8 ","$55,383.8 ","($14,769.0)","$100,236 "
"Horry County, South Carolina",Horry County,310186,44.4,46475,25804,10588,51863,16.71996802,South Carolina,SC,0.034134358,37%,14%,31%,18%,"$68,306.6 ","$25,845.8 ","$57,229.9 ","$33,230.3 ","$128,636 "
"Kershaw County, South Carolina",Kershaw County,63734,41.8,46565,23530,2038,10366,16.26447422,South Carolina,SC,0.031976653,44%,18%,28%,10%,"$81,229.5 ","$33,230.3 ","$51,691.5 ","$18,461.3 ","$101,822 "
"Lee County, South Carolina",Lee County,17897,41.7,31963,16972,597,4310,24.08224842,South Carolina,SC,0.033357546,,,,,,,,,
"Orangeburg County, South Carolina",Orangeburg County,89116,39.5,34943,19489,3733,20069,22.52008618,South Carolina,SC,0.041889222999999996,58%,18%,24%,0%,"$107,075.3 ","$33,230.3 ","$44,307.0 ",$0.0 ,"$99,667 "
"Spartanburg County, South Carolina",Spartanburg County,297732,38.3,47575,24786,8994,45020,15.12098129,South Carolina,SC,0.030208375,44%,14%,25%,17%,"$81,229.5 ","$25,845.8 ","$46,153.1 ","$31,384.1 ","$109,379 "
"Abbeville County, South Carolina",Abbeville County,24788,43.7,35254,19234,986,5474,22.083266100000003,South Carolina,SC,0.039777312,46%,16%,20%,18%,"$84,921.8 ","$29,538.0 ","$36,922.5 ","$33,230.3 ","$84,500 "
"Bamberg County, South Carolina",Bamberg County,14842,41.8,32330,19256,386,3406,22.9483897,South Carolina,SC,0.026007277000000002,,,,,,,,,
"Beaufort County, South Carolina",Beaufort County,179316,44.0,60603,34966,4987,20786,11.59182672,South Carolina,SC,0.027811238,37%,13%,30%,20%,"$68,306.6 ","$23,999.6 ","$55,383.8 ","$36,922.5 ","$155,346 "
"Calhoun County, South Carolina",Calhoun County,14808,45.9,44010,24766,440,2659,17.95650999,South Carolina,SC,0.029713668,,,,,,,,,
"Dillon County, South Carolina",Dillon County,31073,37.4,30866,15638,1136,9381,30.19019728,South Carolina,SC,0.036559071,57%,14%,23%,6%,"$105,229.1 ","$25,845.8 ","$42,460.9 ","$11,076.8 ","$130,657 "
"Saluda County, South Carolina",Saluda County,20228,40.6,41885,20390,608,4091,20.22444137,South Carolina,SC,0.030057346000000002,,,,,,,,,
"Richland County, South Carolina",Richland County,404869,33.0,52082,28018,15912,62671,15.47932788,South Carolina,SC,0.039301601,46%,25%,30%,-1%,"$84,921.8 ","$46,153.1 ","$55,383.8 ","($1,846.1)","$87,744 "
"Fairfield County, South Carolina",Fairfield County,22868,45.4,35551,21972,897,4808,21.02501312,South Carolina,SC,0.039225117999999996,50%,15%,33%,2%,"$92,306.3 ","$27,691.9 ","$60,922.1 ","$3,692.3 ","$95,040 "
"Hampton County, South Carolina",Hampton County,20066,39.9,32147,17676,796,3407,16.9789694,South Carolina,SC,0.039669092,54%,16%,25%,5%,"$99,690.8 ","$29,538.0 ","$46,153.1 ","$9,230.6 ","$90,600 "
"Greenville County, South Carolina",Greenville County,490332,38.0,53739,29132,13514,64347,13.12314921,South Carolina,SC,0.027560917999999997,38%,17%,27%,18%,"$70,152.8 ","$31,384.1 ","$49,845.4 ","$33,230.3 ","$108,676 "
"Lancaster County, South Carolina",Lancaster County,86544,42.0,50557,26425,3005,13096,15.132187099999998,South Carolina,SC,0.034722222000000004,43%,14%,19%,24%,"$79,383.4 ","$25,845.8 ","$35,076.4 ","$44,307.0 ","$136,907 "
"Dorchester County, South Carolina",Dorchester County,151716,36.2,58685,27317,4642,17600,11.60062222,South Carolina,SC,0.030596641,45%,21%,36%,-2%,"$83,075.6 ","$38,768.6 ","$66,460.5 ","($3,692.3)","$100,352 "
"Florence County, South Carolina",Florence County,138537,38.8,43310,23797,6242,26444,19.08804146,South Carolina,SC,0.045056555,49%,20%,27%,4%,"$90,460.1 ","$36,922.5 ","$49,845.4 ","$7,384.5 ","$93,695 "
"Laurens County, South Carolina",Laurens County,66508,40.8,40580,20748,2392,13280,19.9675227,South Carolina,SC,0.035965598,52%,13%,23%,12%,"$95,998.5 ","$23,999.6 ","$42,460.9 ","$22,153.5 ","$114,869 "
"McCormick County, South Carolina",McCormick County,9694,52.8,40622,22836,490,1696,17.49535795,South Carolina,SC,0.05054673,,,,,,,,,
"Pickens County, South Carolina",Pickens County,121449,36.2,45332,23501,3915,20987,17.28050457,South Carolina,SC,0.032235753,40%,13%,25%,22%,"$73,845.0 ","$23,999.6 ","$46,153.1 ","$40,614.8 ","$142,238 "
"Union County, South Carolina",Union County,27772,43.7,37493,21183,932,5258,18.93273801,South Carolina,SC,0.03355898,52%,13%,17%,18%,"$95,998.5 ","$23,999.6 ","$31,384.1 ","$33,230.3 ","$75,477 "
"Williamsburg County, South Carolina",Williamsburg County,32256,41.7,30976,17440,1241,8575,26.58420139,South Carolina,SC,0.038473462,58%,18%,22%,2%,"$107,075.3 ","$33,230.3 ","$40,614.8 ","$3,692.3 ","$78,861 "
"Aurora County, South Dakota",Aurora County,2739,39.9,57257,30872,21,162,5.91456736,South Dakota,SD,0.007667032,,,,,,,,,
"Grant County, South Dakota",Grant County,7133,43.7,56276,29363,126,540,7.570447217000001,South Dakota,SD,0.017664377,,,,,,,,,
"Tripp County, South Dakota",Tripp County,5480,46.5,48409,27613,52,1045,19.06934307,South Dakota,SD,0.009489051,,,,,,,,,
"Jackson County, South Dakota",Jackson County,3275,31.6,38041,16939,150,1430,43.66412214,South Dakota,SD,0.045801527,,,,,,,,,
"Minnehaha County, South Dakota",Minnehaha County,183660,34.7,57322,29551,3608,19599,10.67134923,South Dakota,SD,0.019644996,18%,23%,34%,25%,"$33,230.3 ","$42,460.9 ","$62,768.3 ","$46,153.1 ","$84,909 "
"Custer County, South Dakota",Custer County,8519,53.8,56449,31015,167,1081,12.68928278,South Dakota,SD,0.01960324,,,,,,,,,
"Hyde County, South Dakota",Hyde County,1373,50.0,53696,30277,21,190,13.83831027,South Dakota,SD,0.015294975,,,,,,,,,
"Clark County, South Dakota",Clark County,3642,41.3,47500,26759,74,475,13.04228446,South Dakota,SD,0.020318506,,,,,,,,,
"Faulk County, South Dakota",Faulk County,2327,48.1,46750,29714,3,244,10.48560378,South Dakota,SD,0.001289214,,,,,,,,,
"Hutchinson County, South Dakota",Hutchinson County,7277,44.3,49583,29869,203,909,12.491411300000001,South Dakota,SD,0.027896111,,,,,,,,,
"Kingsbury County, South Dakota",Kingsbury County,5000,46.8,58794,33333,50,467,9.34,South Dakota,SD,0.01,,,,,,,,,
"Walworth County, South Dakota",Walworth County,5502,44.4,46623,29457,106,539,9.796437659,South Dakota,SD,0.019265722,,,,,,,,,
"Buffalo County, South Dakota",Buffalo County,2048,25.3,30500,10960,122,825,40.28320313,South Dakota,SD,0.059570313,,,,,,,,,
"Clay County, South Dakota",Clay County,13907,25.0,41773,24541,524,2901,20.85999856,South Dakota,SD,0.037678867000000005,,,,,,,,,
"Day County, South Dakota",Day County,5524,48.4,43902,30841,42,878,15.89427951,South Dakota,SD,0.007603186,,,,,,,,,
"Dewey County, South Dakota",Dewey County,5709,28.0,41190,17267,682,1776,31.10877562,South Dakota,SD,0.119460501,,,,,,,,,
"Douglas County, South Dakota",Douglas County,2940,47.5,52543,27603,14,232,7.891156463,South Dakota,SD,0.004761905,,,,,,,,,
"Harding County, South Dakota",Harding County,1281,39.8,55972,30464,10,163,12.72443404,South Dakota,SD,0.007806401,,,,,,,,,
"Hughes County, South Dakota",Hughes County,17572,38.3,59741,32000,199,1847,10.51104029,South Dakota,SD,0.011324835,,,,,,,,,
"McPherson County, South Dakota",McPherson County,2366,50.5,41674,25975,75,385,16.27218935,South Dakota,SD,0.03169907,,,,,,,,,
"Roberts County, South Dakota",Roberts County,10250,38.2,51228,25767,346,1879,18.33170732,South Dakota,SD,0.033756098,,,,,,,,,
"Sanborn County, South Dakota",Sanborn County,2366,45.3,54677,31965,40,224,9.467455621000001,South Dakota,SD,0.016906171,,,,,,,,,
"Sully County, South Dakota",Sully County,1390,44.9,60694,39888,4,45,3.237410072,South Dakota,SD,0.0028776979999999997,,,,,,,,,
"Lincoln County, South Dakota",Lincoln County,53147,34.4,81849,39404,633,1601,3.0123995710000004,South Dakota,SD,0.011910361999999999,11%,26%,41%,22%,"$20,307.4 ","$47,999.3 ","$75,691.1 ","$40,614.8 ","$65,065 "
"Hand County, South Dakota",Hand County,3303,47.4,50720,33109,26,264,7.992733877999999,South Dakota,SD,0.007871632,,,,,,,,,
"Lake County, South Dakota",Lake County,12350,42.0,58467,31145,266,1799,14.56680162,South Dakota,SD,0.021538462,,,,,,,,,
"Lawrence County, South Dakota",Lawrence County,25018,41.4,49275,28606,421,2976,11.89543529,South Dakota,SD,0.016827883999999998,16%,18%,35%,31%,"$29,538.0 ","$33,230.3 ","$64,614.4 ","$57,229.9 ","$73,367 "
"Yankton County, South Dakota",Yankton County,22660,42.1,50029,30395,325,2770,12.22418358,South Dakota,SD,0.014342454,19%,25%,31%,25%,"$35,076.4 ","$46,153.1 ","$57,229.9 ","$46,153.1 ","$76,916 "
"Codington County, South Dakota",Codington County,27963,38.3,52025,29249,393,3214,11.49375961,South Dakota,SD,0.014054286000000001,19%,18%,31%,32%,"$35,076.4 ","$33,230.3 ","$57,229.9 ","$59,076.0 ","$99,033 "
"Beadle County, South Dakota",Beadle County,18163,37.9,48995,24950,192,4232,23.30011562,South Dakota,SD,0.010570941,21%,17%,35%,27%,"$38,768.6 ","$31,384.1 ","$64,614.4 ","$49,845.4 ","$107,812 "
"Butte County, South Dakota",Butte County,10194,40.1,44786,26178,147,1099,10.78085148,South Dakota,SD,0.014420246999999999,,,,,,,,,
"Corson County, South Dakota",Corson County,4177,28.8,32260,15160,508,1985,47.52214508,South Dakota,SD,0.121618386,,,,,,,,,
"Davison County, South Dakota",Davison County,19753,38.2,48665,28086,425,2376,12.02855262,South Dakota,SD,0.021515719,21%,19%,29%,31%,"$38,768.6 ","$35,076.4 ","$53,537.6 ","$57,229.9 ","$75,432 "
"Edmunds County, South Dakota",Edmunds County,3971,44.4,65380,31836,33,228,5.741626794,South Dakota,SD,0.008310249,,,,,,,,,
"Campbell County, South Dakota",Campbell County,1443,51.7,51548,36158,8,67,4.643104643,South Dakota,SD,0.005544006,,,,,,,,,
"Jerauld County, South Dakota",Jerauld County,2034,48.6,49882,38776,2,176,8.652900687999999,South Dakota,SD,0.0009832839999999999,,,,,,,,,
"Bennett County, South Dakota",Bennett County,3440,28.8,45725,15287,189,1272,36.97674419,South Dakota,SD,0.05494186,,,,,,,,,
"Haakon County, South Dakota",Haakon County,2084,45.3,38873,22863,20,352,16.89059501,South Dakota,SD,0.009596929,,,,,,,,,
"Stanley County, South Dakota",Stanley County,2994,43.4,63233,32862,19,172,5.744822978999999,South Dakota,SD,0.006346025,,,,,,,,,
"Jones County, South Dakota",Jones County,740,53.0,39432,26526,13,80,10.81081081,South Dakota,SD,0.017567568000000002,,,,,,,,,
"Meade County, South Dakota",Meade County,27066,36.1,54286,26896,189,2304,8.512524939,South Dakota,SD,0.0069829309999999995,17%,18%,39%,26%,"$31,384.1 ","$33,230.3 ","$71,998.9 ","$47,999.3 ","$44,122 "
"Potter County, South Dakota",Potter County,2318,52.6,51597,32853,10,145,6.25539258,South Dakota,SD,0.004314064,,,,,,,,,
"Turner County, South Dakota",Turner County,8242,43.7,54294,27844,95,851,10.3251638,South Dakota,SD,0.011526328999999998,,,,,,,,,
"Brown County, South Dakota",Brown County,38637,37.3,53807,31493,380,4116,10.65300101,South Dakota,SD,0.009835132,14%,19%,36%,31%,"$25,845.8 ","$35,076.4 ","$66,460.5 ","$57,229.9 ","$88,295 "
"Charles Mix County, South Dakota",Charles Mix County,9319,36.0,44104,21805,208,1930,20.71037665,South Dakota,SD,0.022319991,,,,,,,,,
"Hanson County, South Dakota",Hanson County,3404,36.2,62448,24805,7,222,6.52173913,South Dakota,SD,0.002056404,,,,,,,,,
"McCook County, South Dakota",McCook County,5515,40.7,60808,29254,74,496,8.993653672,South Dakota,SD,0.013417951000000001,,,,,,,,,
"Marshall County, South Dakota",Marshall County,4759,41.3,60948,28861,41,389,8.173986132000001,South Dakota,SD,0.008615255,,,,,,,,,
"Mellette County, South Dakota",Mellette County,2062,32.8,31165,14264,48,855,41.46459748,South Dakota,SD,0.023278371000000003,,,,,,,,,
"Moody County, South Dakota",Moody County,6496,40.3,56233,27774,170,1009,15.53263547,South Dakota,SD,0.026169951,,,,,,,,,
"Perkins County, South Dakota",Perkins County,2964,47.0,50450,30120,61,348,11.74089069,South Dakota,SD,0.020580297,,,,,,,,,
"Pennington County, South Dakota",Pennington County,108126,37.8,52245,28910,2371,14803,13.69050922,South Dakota,SD,0.021928121000000002,20%,19%,33%,28%,"$36,922.5 ","$35,076.4 ","$60,922.1 ","$51,691.5 ","$86,963 "
"Todd County, South Dakota",Todd County,10016,24.4,26285,11665,496,5082,50.73881789,South Dakota,SD,0.049520767,,,,,,,,,
"Union County, South Dakota",Union County,14929,41.1,65434,37093,167,1084,7.261035568,South Dakota,SD,0.011186281999999999,19%,22%,35%,24%,"$35,076.4 ","$40,614.8 ","$64,614.4 ","$44,307.0 ","$64,273 "
"Miner County, South Dakota",Miner County,2255,42.0,50658,28633,23,257,11.39689579,South Dakota,SD,0.010199557,,,,,,,,,
"Lyman County, South Dakota",Lyman County,3882,36.0,47113,21155,119,835,21.50953117,South Dakota,SD,0.030654302,,,,,,,,,
"Ziebach County, South Dakota",Ziebach County,2837,30.5,35000,13461,358,1216,42.86217836,South Dakota,SD,0.126189637,,,,,,,,,
"Deuel County, South Dakota",Deuel County,4282,44.7,57969,29204,43,422,9.855207847,South Dakota,SD,0.010042035999999999,,,,,,,,,
"Spink County, South Dakota",Spink County,6478,44.1,52000,31957,62,626,9.663476382,South Dakota,SD,0.009570855,,,,,,,,,
"Bon Homme County, South Dakota",Bon Homme County,6972,43.5,52923,24858,34,562,8.060814687,South Dakota,SD,0.004876649,,,,,,,,,
"Brule County, South Dakota",Brule County,5280,40.5,50870,26074,55,745,14.10984848,South Dakota,SD,0.010416667,,,,,,,,,
"Brookings County, South Dakota",Brookings County,33697,26.7,53473,27197,651,4815,14.28910586,South Dakota,SD,0.019319226999999998,14%,23%,30%,33%,"$25,845.8 ","$42,460.9 ","$55,383.8 ","$60,922.1 ","$86,474 "
"Fall River County, South Dakota",Fall River County,6783,50.9,48862,26584,85,978,14.41839894,South Dakota,SD,0.012531328000000001,,,,,,,,,
"Gregory County, South Dakota",Gregory County,4209,45.8,42679,26169,17,634,15.06296032,South Dakota,SD,0.004038964,,,,,,,,,
"Hamlin County, South Dakota",Hamlin County,5911,35.2,61784,27060,50,321,5.430553206,South Dakota,SD,0.008458806,,,,,,,,,
"Carroll County, Tennessee",Carroll County,28137,43.0,38201,20557,813,5400,19.19181149,Tennessee,TN,0.028894338,38%,13%,28%,21%,"$70,152.8 ","$23,999.6 ","$51,691.5 ","$38,768.6 ","$118,592 "
"Chester County, Tennessee",Chester County,17097,36.2,43740,20497,806,2902,16.97373808,Tennessee,TN,0.047142774000000005,,,,,,,,,
"Decatur County, Tennessee",Decatur County,11681,45.7,36427,21098,483,2584,22.12139372,Tennessee,TN,0.041349199999999996,,,,,,,,,
"Davidson County, Tennessee",Davidson County,678322,34.3,53419,32347,20324,111103,16.37909429,Tennessee,TN,0.029962171,38%,20%,26%,16%,"$70,152.8 ","$36,922.5 ","$47,999.3 ","$29,538.0 ","$104,770 "
"Jackson County, Tennessee",Jackson County,11573,46.9,33933,18643,419,2532,21.87851033,Tennessee,TN,0.03620496,,,,,,,,,
"McNairy County, Tennessee",McNairy County,25945,42.7,34353,19745,1469,5520,21.27577568,Tennessee,TN,0.056619773,,,,,,,,,
"Perry County, Tennessee",Perry County,7882,43.5,31503,20204,180,2274,28.85054555,Tennessee,TN,0.022836843,,,,,,,,,
"Roane County, Tennessee",Roane County,52926,46.5,45407,25555,1907,8045,15.20046858,Tennessee,TN,0.03603144,39%,11%,28%,22%,"$71,998.9 ","$20,307.4 ","$51,691.5 ","$40,614.8 ","$126,745 "
"Bradley County, Tennessee",Bradley County,103666,39.2,46381,25144,3614,18048,17.40975826,Tennessee,TN,0.034861961000000004,42%,14%,32%,12%,"$77,537.3 ","$25,845.8 ","$59,076.0 ","$22,153.5 ","$111,114 "
"Meigs County, Tennessee",Meigs County,11830,44.4,39786,22542,472,1911,16.15384615,Tennessee,TN,0.039898563,,,,,,,,,
"Hamblen County, Tennessee",Hamblen County,63465,40.3,42042,21962,2158,12232,19.27361538,Tennessee,TN,0.034002994,44%,10%,30%,16%,"$81,229.5 ","$18,461.3 ","$55,383.8 ","$29,538.0 ","$145,310 "
"Haywood County, Tennessee",Haywood County,17944,40.0,36118,21453,562,3377,18.81966117,Tennessee,TN,0.031319661,,,,,,,,,
"Houston County, Tennessee",Houston County,8188,43.6,41820,20819,214,1349,16.47532975,Tennessee,TN,0.026135809,,,,,,,,,
"Maury County, Tennessee",Maury County,87606,38.9,52080,25872,2661,11212,12.79821017,Tennessee,TN,0.030374632000000002,35%,14%,31%,20%,"$64,614.4 ","$25,845.8 ","$57,229.9 ","$36,922.5 ","$88,193 "
"Union County, Tennessee",Union County,19176,42.0,40132,20478,564,4080,21.27659574,Tennessee,TN,0.029411765,,,,,,,,,
"Hardin County, Tennessee",Hardin County,25813,45.3,39092,23328,1022,5449,21.10951846,Tennessee,TN,0.039592453,,,,,,,,,
"Montgomery County, Tennessee",Montgomery County,192120,30.5,53737,24827,6257,26641,13.86685405,Tennessee,TN,0.032568187,37%,24%,40%,-1%,"$68,306.6 ","$44,307.0 ","$73,845.0 ","($1,846.1)","$67,767 "
"Dickson County, Tennessee",Dickson County,51341,39.5,47398,25211,1113,7344,14.30435714,Tennessee,TN,0.02167858,40%,13%,29%,18%,"$73,845.0 ","$23,999.6 ","$53,537.6 ","$33,230.3 ","$95,238 "
"Morgan County, Tennessee",Morgan County,21639,41.2,40707,18649,584,4279,19.77448126,Tennessee,TN,0.026988308,,,,,,,,,
"Grundy County, Tennessee",Grundy County,13359,43.0,31919,15824,582,3746,28.04102103,Tennessee,TN,0.043566135,,,,,,,,,
"Monroe County, Tennessee",Monroe County,45698,43.0,36931,20353,1694,9132,19.98336908,Tennessee,TN,0.037069456,41%,10%,30%,19%,"$75,691.1 ","$18,461.3 ","$55,383.8 ","$35,076.4 ","$127,390 "
"Henry County, Tennessee",Henry County,32263,45.3,40415,22952,905,6254,19.38443418,Tennessee,TN,0.028050707999999997,36%,12%,22%,30%,"$66,460.5 ","$22,153.5 ","$40,614.8 ","$55,383.8 ","$131,417 "
"Cocke County, Tennessee",Cocke County,35262,44.7,32027,20189,1508,8688,24.63842096,Tennessee,TN,0.042765582999999996,,,,,,,,,
"Crockett County, Tennessee",Crockett County,14554,40.0,39692,21056,382,2522,17.32856947,Tennessee,TN,0.02624708,,,,,,,,,
"DeKalb County, Tennessee",DeKalb County,19380,40.9,40690,25443,476,3592,18.53457172,Tennessee,TN,0.024561404,,,,,,,,,
"Lake County, Tennessee",Lake County,7588,40.2,31993,14232,242,1431,18.858724300000002,Tennessee,TN,0.031892462,,,,,,,,,
"Knox County, Tennessee",Knox County,452286,37.3,52458,30541,12964,69448,15.35488607,Tennessee,TN,0.028663279,35%,16%,30%,19%,"$64,614.4 ","$29,538.0 ","$55,383.8 ","$35,076.4 ","$114,269 "
"Lewis County, Tennessee",Lewis County,11944,44.7,37092,20099,201,2603,21.79336906,Tennessee,TN,0.016828533,,,,,,,,,
"McMinn County, Tennessee",McMinn County,52569,42.6,39990,21583,1897,10069,19.15387396,Tennessee,TN,0.036085906,43%,9%,29%,19%,"$79,383.4 ","$16,615.1 ","$53,537.6 ","$35,076.4 ","$137,844 "
"Marshall County, Tennessee",Marshall County,31753,39.3,46837,23920,976,4213,13.26803767,Tennessee,TN,0.030737253,39%,12%,36%,13%,"$71,998.9 ","$22,153.5 ","$66,460.5 ","$23,999.6 ","$120,825 "
"Obion County, Tennessee",Obion County,30659,42.6,38063,21939,1131,6937,22.62630875,Tennessee,TN,0.036889657,43%,11%,29%,17%,"$79,383.4 ","$20,307.4 ","$53,537.6 ","$31,384.1 ","$114,691 "
"Rhea County, Tennessee",Rhea County,32478,40.7,39368,22031,1151,6849,21.08812119,Tennessee,TN,0.035439373999999996,,,,,,,,,
"Scott County, Tennessee",Scott County,21949,38.7,31875,18748,867,5630,25.65037132,Tennessee,TN,0.039500661,,,,,,,,,
"Tipton County, Tennessee",Tipton County,61434,37.3,57212,26110,2432,8839,14.38779829,Tennessee,TN,0.039587198999999997,39%,19%,34%,8%,"$71,998.9 ","$35,076.4 ","$62,768.3 ","$14,769.0 ","$76,426 "
